cellid,rlf_count_ 1,rlf_count_ 2,rlf_count_ 3,rlf_count_ 4,rlf_count_ 5,rlf_count_ 6,rlf_count_ 7,rlf_count_ 8,rlf_count_ 9,rlf_count_10,rlf_count_11,rlf_count_12,rlf_count_13,rlf_count_14,rlf_count_15,rlf_count_16,rlf_count_17,rlf_count_18,rlf_count_19,rlf_count_20,rlf_count_21,rlf_count_22,rlf_count_23,rlf_count_24,rlf_count_25,rlf_count_26,rlf_count_27,rlf_count_28,rlf_time_ 1,rlf_time_ 2,rlf_time_ 3,rlf_time_ 4,rlf_time_ 5,rlf_time_ 6,rlf_time_ 7,rlf_time_ 8,rlf_time_ 9,rlf_time_10,rlf_time_11,rlf_time_12,rlf_time_13,rlf_time_14,rlf_time_15,rlf_time_16,rlf_time_17,rlf_time_18,rlf_time_19,rlf_time_20,rlf_time_21,rlf_time_22,rlf_time_23,rlf_time_24,rlf_time_25,rlf_time_26,rlf_time_27,rlf_time_28,spont_count_ 1,spont_count_ 2,spont_count_ 3,spont_count_ 4,spont_count_ 5,spont_count_ 6,spont_count_ 7,spont_count_ 8,spont_count_ 9,spont_count_10,spont_count_11,spont_count_12,spont_count_13,spont_count_14,spont_count_15,spont_count_16,spont_count_17,spont_count_18,spont_count_19,spont_count_20,spont_count_21,spont_count_22,spont_count_23,spont_count_24,spont_count_25,spont_count_26,spont_count_27,spont_count_28,spont_time_ 1,spont_time_ 2,spont_time_ 3,spont_time_ 4,spont_time_ 5,spont_time_ 6,spont_time_ 7,spont_time_ 8,spont_time_ 9,spont_time_10,spont_time_11,spont_time_12,spont_time_13,spont_time_14,spont_time_15,spont_time_16,spont_time_17,spont_time_18,spont_time_19,spont_time_20,spont_time_21,spont_time_22,spont_time_23,spont_time_24,spont_time_25,spont_time_26,spont_time_27,spont_time_28,pupil_ 1,pupil_ 2,pupil_ 3,pupil_ 4,pupil_ 5,pupil_ 6,pupil_ 7,pupil_ 8,pupil_ 9,pupil_10,pupil_11,pupil_12,pupil_13,pupil_14,pupil_15,pupil_16,pupil_17,pupil_18,pupil_19,pupil_20,pupil_21,pupil_22,pupil_23,pupil_24,pupil_25,pupil_26,pupil_27,pupil_28,level_ 1,level_ 2,level_ 3,level_ 4,level_ 5,level_ 6,level_ 7,level_ 8,level_ 9,level_10,level_11,level_12,level_13,level_14,level_15,level_16,level_17,level_18,level_19,level_20,level_21,level_22,level_23,level_24,level_25,level_26,level_27,level_28
BOL006b-55-1,54,56,56,70,86,47,28,42,66,96,53,66,47,37,,,,,,,,,,,,,,,2.52,2.41,2.32,2.15,2.63,2.38,2.38,2.04,2.39,2.48,2.17,1.93,2.42,2.18,,,,,,,,,,,,,,,1584,1584,1584,1584,1584,1584,1584,1933,1933,1933,1933,1933,1933,1933,,,,,,,,,,,,,,,76.97,76.97,76.97,76.97,76.97,76.97,76.97,75.03,75.03,75.03,75.03,75.03,75.03,75.03,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL006b-58-1,18,27,10,16,32,15,25,10,24,13,14,18,17,18,,,,,,,,,,,,,,,2.58,2.35,2.4,2.05,2.49,2.59,2.65,2.22,2.45,2.4,2.75,2.07,1.97,2.15,,,,,,,,,,,,,,,395,395,395,395,395,395,395,328,328,328,328,328,328,328,,,,,,,,,,,,,,,76.97,76.97,76.97,76.97,76.97,76.97,76.97,75.03,75.03,75.03,75.03,75.03,75.03,75.03,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL006b-58-2,146,125,164,131,108,43,46,192,109,100,158,191,51,84,,,,,,,,,,,,,,,2.17,2.66,2.93,2.25,2,2.31,2.17,2.63,2.14,1.87,2.55,2.8,2.25,2.63,,,,,,,,,,,,,,,264,264,264,264,264,264,264,427,427,427,427,427,427,427,,,,,,,,,,,,,,,76.97,76.97,76.97,76.97,76.97,76.97,76.97,75.03,75.03,75.03,75.03,75.03,75.03,75.03,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL006b-60-1,8,14,33,34,12,4,3,25,14,21,42,22,3,6,,,,,,,,,,,,,,,2.17,2.66,2.93,2.25,2,2.31,2.17,2.63,2.14,1.87,2.55,2.8,2.25,2.63,,,,,,,,,,,,,,,35,35,35,35,35,35,35,50,50,50,50,50,50,50,,,,,,,,,,,,,,,76.97,76.97,76.97,76.97,76.97,76.97,76.97,75.03,75.03,75.03,75.03,75.03,75.03,75.03,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
BOL006b-64-1,17,7,41,14,9,18,10,18,9,41,6,14,32,26,,,,,,,,,,,,,,,2.32,2.16,2.22,2.27,2.37,2.22,2.24,2.48,2.64,2.34,2.53,2.43,2.58,2.56,,,,,,,,,,,,,,,12,12,12,12,12,12,12,8,8,8,8,8,8,8,,,,,,,,,,,,,,,76.97,76.97,76.97,76.97,76.97,76.97,76.97,75.03,75.03,75.03,75.03,75.03,75.03,75.03,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,65,55,45,35,25,15,5,65,55,45,35,25,15,5,,,,,,,,,,,,,,
TAR010c-02-1,59,45,52,60,33,57,72,29,40,36,39,50,42,32,,,,,,,,,,,,,,,2.22,1.44,1.93,1.91,1.24,1.84,2.1,1.38,2.16,1.67,1.69,2.36,1.76,1.5,,,,,,,,,,,,,,,3312,3312,3312,3312,3312,3312,3312,2263,2263,2263,2263,2263,2263,2263,,,,,,,,,,,,,,,114.45,114.45,114.45,114.45,114.45,114.45,114.45,113.55,113.55,113.55,113.55,113.55,113.55,113.55,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
TAR010c-15-4,2,0,1,4,0,8,3,0,0,0,0,2,3,1,,,,,,,,,,,,,,,1.79,1.69,1.74,1.44,1.92,1.86,1.74,1.81,1.91,1.86,2.16,1.68,1.74,1.86,,,,,,,,,,,,,,,335,335,335,335,335,335,335,121,121,121,121,121,121,121,,,,,,,,,,,,,,,114.45,114.45,114.45,114.45,114.45,114.45,114.45,113.55,113.55,113.55,113.55,113.55,113.55,113.55,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
TAR010c-16-1,13,1,1,4,2,1,5,6,3,4,0,1,1,0,,,,,,,,,,,,,,,2.22,1.44,1.93,1.91,1.24,1.84,2.1,1.38,2.16,1.67,1.69,2.36,1.76,1.5,,,,,,,,,,,,,,,151,151,151,151,151,151,151,94,94,94,94,94,94,94,,,,,,,,,,,,,,,114.45,114.45,114.45,114.45,114.45,114.45,114.45,113.55,113.55,113.55,113.55,113.55,113.55,113.55,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
TAR010c-24-2,38,27,28,7,10,9,12,48,44,31,5,2,7,21,,,,,,,,,,,,,,,2.1,1.63,1.73,2.04,1.86,1.81,1.68,1.5,1.97,1.87,1.56,1.74,1.61,1.92,,,,,,,,,,,,,,,14,14,14,14,14,14,14,18,18,18,18,18,18,18,,,,,,,,,,,,,,,114.45,114.45,114.45,114.45,114.45,114.45,114.45,113.55,113.55,113.55,113.55,113.55,113.55,113.55,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
TAR010c-29-1,96,53,58,58,37,30,32,68,72,37,64,28,13,28,,,,,,,,,,,,,,,1.88,1.26,2.22,2.14,1.68,1.92,1.5,1.72,2.16,1.38,1.46,1.92,1.68,2.1,,,,,,,,,,,,,,,1291,1291,1291,1291,1291,1291,1291,1284,1284,1284,1284,1284,1284,1284,,,,,,,,,,,,,,,114.45,114.45,114.45,114.45,114.45,114.45,114.45,113.55,113.55,113.55,113.55,113.55,113.55,113.55,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
TAR010c-35-2,23,12,17,8,41,23,23,16,11,9,16,21,16,27,,,,,,,,,,,,,,,1.77,1.44,2.29,1.5,1.92,1.52,1.68,1.83,2.16,1.31,1.92,1.68,2.08,1.92,,,,,,,,,,,,,,,1920,1920,1920,1920,1920,1920,1920,2241,2241,2241,2241,2241,2241,2241,,,,,,,,,,,,,,,114.45,114.45,114.45,114.45,114.45,114.45,114.45,113.55,113.55,113.55,113.55,113.55,113.55,113.55,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
TAR010c-36-1,1,1,2,6,5,1,6,0,1,0,7,1,2,2,,,,,,,,,,,,,,,1.78,1.64,1.91,1.86,1.99,1.86,1.82,1.82,1.96,1.69,1.74,1.61,1.74,1.78,,,,,,,,,,,,,,,284,284,284,284,284,284,284,91,91,91,91,91,91,91,,,,,,,,,,,,,,,114.45,114.45,114.45,114.45,114.45,114.45,114.45,113.55,113.55,113.55,113.55,113.55,113.55,113.55,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
TAR010c-36-2,53,27,28,41,22,14,15,35,39,44,32,32,22,12,,,,,,,,,,,,,,,1.62,1.67,1.56,1.98,1.73,1.86,2.07,1.98,1.93,2.04,1.62,1.87,1.74,1.53,,,,,,,,,,,,,,,556,556,556,556,556,556,556,717,717,717,717,717,717,717,,,,,,,,,,,,,,,114.45,114.45,114.45,114.45,114.45,114.45,114.45,113.55,113.55,113.55,113.55,113.55,113.55,113.55,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
TAR010c-43-2,103,57,45,73,51,42,39,91,77,79,62,50,45,56,,,,,,,,,,,,,,,2.02,1.92,1.68,2.1,1.98,1.74,1.98,1.58,1.68,1.74,1.5,1.62,1.86,1.62,,,,,,,,,,,,,,,736,736,736,736,736,736,736,833,833,833,833,833,833,833,,,,,,,,,,,,,,,114.45,114.45,114.45,114.45,114.45,114.45,114.45,113.55,113.55,113.55,113.55,113.55,113.55,113.55,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,60,50,40,30,20,10,0,60,50,40,30,20,10,0,,,,,,,,,,,,,,
eno048f-b1,147,142,152,157,148,138,168,133,142,220,,,,,,,,,,,,,,,,,,,4.9,4.69,4.78,4.8,4.84,4.7,4.43,4.82,4.8,4.76,,,,,,,,,,,,,,,,,,,1016,1016,1016,1016,1016,1284,1284,1284,1284,1284,,,,,,,,,,,,,,,,,,,30,30,30,30,30,34,34,34,34,34,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,60,50,40,30,20,60,50,40,30,20,,,,,,,,,,,,,,,,,,
eno048g-b1,0,1,0,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,2.3,2.81,2.36,2.39,1.72,2.5,1.99,2.2,2.41,2.84,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,13.99,13.99,13.99,13.99,13.99,18.01,18.01,18.01,18.01,18.01,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,60,50,40,30,20,60,50,40,30,20,,,,,,,,,,,,,,,,,,
eno048g-c1,3,2,2,9,9,2,6,0,2,4,,,,,,,,,,,,,,,,,,,2.37,2.15,2.26,2.57,2.42,2.43,2.65,2.3,2.23,2.38,,,,,,,,,,,,,,,,,,,87,87,87,87,87,58,58,58,58,58,,,,,,,,,,,,,,,,,,,13.99,13.99,13.99,13.99,13.99,18.01,18.01,18.01,18.01,18.01,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,60,50,40,30,20,60,50,40,30,20,,,,,,,,,,,,,,,,,,
eno048g-d1,3,0,0,5,2,0,0,1,3,1,,,,,,,,,,,,,,,,,,,2.43,1.89,2.21,2.49,2.31,2.37,2.67,2.59,2.31,2.49,,,,,,,,,,,,,,,,,,,3,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,13.99,13.99,13.99,13.99,13.99,18.01,18.01,18.01,18.01,18.01,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,60,50,40,30,20,60,50,40,30,20,,,,,,,,,,,,,,,,,,
eno048h-a1,126,116,126,114,127,130,149,131,152,165,,,,,,,,,,,,,,,,,,,4.87,4.67,5.1,4.71,5.02,4.73,4.93,4.5,4.89,4.58,,,,,,,,,,,,,,,,,,,464,464,464,464,464,872,872,872,872,872,,,,,,,,,,,,,,,,,,,30.27,30.27,30.27,30.27,30.27,33.73,33.73,33.73,33.73,33.73,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,60,50,40,30,20,60,50,40,30,20,,,,,,,,,,,,,,,,,,
eno048h-b1,19,7,1,16,18,4,3,3,5,11,,,,,,,,,,,,,,,,,,,4.71,4.86,4.78,4.82,5.34,4.89,4.74,4.82,4.78,4.26,,,,,,,,,,,,,,,,,,,37,37,37,37,37,7,7,7,7,7,,,,,,,,,,,,,,,,,,,30.27,30.27,30.27,30.27,30.27,33.73,33.73,33.73,33.73,33.73,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,60,50,40,30,20,60,50,40,30,20,,,,,,,,,,,,,,,,,,
eno050c-a1,133,113,102,113,106,128,140,115,131,119,,,,,,,,,,,,,,,,,,,7.55,6.89,6.88,7.11,6.87,6.85,7.51,6.8,7.29,6.81,,,,,,,,,,,,,,,,,,,216,216,216,216,216,246,246,246,246,246,,,,,,,,,,,,,,,,,,,45.26,45.26,45.26,45.26,45.26,50.74,50.74,50.74,50.74,50.74,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,60,50,40,30,20,60,50,40,30,20,,,,,,,,,,,,,,,,,,
eno050d-c1,229,177,118,129,122,178,190,188,178,132,,,,,,,,,,,,,,,,,,,2.66,2.47,1.93,2.44,2.49,2.14,2.33,2.87,2.36,2.31,,,,,,,,,,,,,,,,,,,286,286,286,286,286,501,501,501,501,501,,,,,,,,,,,,,,,,,,,14.61,14.61,14.61,14.61,14.61,17.39,17.39,17.39,17.39,17.39,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,60,50,40,30,20,60,50,40,30,20,,,,,,,,,,,,,,,,,,
eno050e-a1,0,0,5,0,2,3,1,8,3,3,,,,,,,,,,,,,,,,,,,3.58,3.95,3.71,3.57,3.9,3.98,3.25,3.97,3.87,3.48,,,,,,,,,,,,,,,,,,,12,12,12,12,12,152,152,152,152,152,,,,,,,,,,,,,,,,,,,27,27,27,27,27,23,23,23,23,23,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,60,50,40,30,20,60,50,40,30,20,,,,,,,,,,,,,,,,,,
eno050e-c1,31,22,28,31,33,61,87,36,58,34,,,,,,,,,,,,,,,,,,,3.59,3.48,3.42,3.68,3.78,3.79,4.02,3.78,3.7,3.78,,,,,,,,,,,,,,,,,,,31,31,31,31,31,3,3,3,3,3,,,,,,,,,,,,,,,,,,,27,27,27,27,27,23,23,23,23,23,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,60,50,40,30,20,60,50,40,30,20,,,,,,,,,,,,,,,,,,
eno050e-d1,33,14,11,4,1,48,45,23,28,27,,,,,,,,,,,,,,,,,,,3.88,3.54,3.88,3.79,3.79,3.8,3.9,3.5,3.71,3.89,,,,,,,,,,,,,,,,,,,16,16,16,16,16,152,152,152,152,152,,,,,,,,,,,,,,,,,,,27,27,27,27,27,23,23,23,23,23,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,60,50,40,30,20,60,50,40,30,20,,,,,,,,,,,,,,,,,,
eno051h-b1,83,79,56,54,70,77,51,50,47,54,,,,,,,,,,,,,,,,,,,3.6,3.72,3.48,4.08,3.66,4.02,3.96,3.54,3.66,3.66,,,,,,,,,,,,,,,,,,,268,268,268,268,268,299,299,299,299,299,,,,,,,,,,,,,,,,,,,24.37,24.37,24.37,24.37,24.37,25.63,25.63,25.63,25.63,25.63,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,60,50,40,30,20,60,50,40,30,20,,,,,,,,,,,,,,,,,,
eno051h-b2,3,0,1,3,1,3,5,3,7,5,,,,,,,,,,,,,,,,,,,3.83,3.72,3.66,3.54,3.84,3.79,3.84,3.84,3.78,3.84,,,,,,,,,,,,,,,,,,,48,48,48,48,48,104,104,104,104,104,,,,,,,,,,,,,,,,,,,24.37,24.37,24.37,24.37,24.37,25.63,25.63,25.63,25.63,25.63,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,60,50,40,30,20,60,50,40,30,20,,,,,,,,,,,,,,,,,,
eno052b-a1,159,156,188,207,215,236,202,255,240,311,,,,,,,,,,,,,,,,,,,7.02,7.02,6.97,7.44,7.19,7.38,7.38,7.43,6.96,7.21,,,,,,,,,,,,,,,,,,,463,463,463,463,463,413,413,413,413,413,,,,,,,,,,,,,,,,,,,49.71,49.71,49.71,49.71,49.71,46.29,46.29,46.29,46.29,46.29,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,60,50,40,30,20,60,50,40,30,20,,,,,,,,,,,,,,,,,,
eno052b-b1,106,110,69,79,59,180,164,104,139,92,,,,,,,,,,,,,,,,,,,7.26,7.25,6.84,7.2,6.6,7.14,7.15,6.84,7.2,7.08,,,,,,,,,,,,,,,,,,,86,86,86,86,86,56,56,56,56,56,,,,,,,,,,,,,,,,,,,49.71,49.71,49.71,49.71,49.71,46.29,46.29,46.29,46.29,46.29,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,60,50,40,30,20,60,50,40,30,20,,,,,,,,,,,,,,,,,,
eno052b-c1,30,25,38,32,42,17,23,42,29,44,,,,,,,,,,,,,,,,,,,7.02,7.02,6.97,7.44,7.19,7.38,7.38,7.43,6.96,7.21,,,,,,,,,,,,,,,,,,,333,333,333,333,333,319,319,319,319,319,,,,,,,,,,,,,,,,,,,49.71,49.71,49.71,49.71,49.71,46.29,46.29,46.29,46.29,46.29,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,60,50,40,30,20,60,50,40,30,20,,,,,,,,,,,,,,,,,,
eno052d-c1,157,115,111,100,57,142,129,99,97,60,,,,,,,,,,,,,,,,,,,5.22,4.58,4.63,4.97,4.89,4.38,5.02,4.49,4.63,4.71,,,,,,,,,,,,,,,,,,,414,414,414,414,414,87,87,87,87,87,,,,,,,,,,,,,,,,,,,31.3,31.3,31.3,31.3,31.3,32.7,32.7,32.7,32.7,32.7,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,60,50,40,30,20,60,50,40,30,20,,,,,,,,,,,,,,,,,,
eno053d-a1,66,119,148,136,123,60,119,150,149,113,,,,,,,,,,,,,,,,,,,4.99,4.66,4.79,4.62,4.73,4.61,4.94,4.81,4.98,4.87,,,,,,,,,,,,,,,,,,,341,341,341,341,341,437,437,437,437,437,,,,,,,,,,,,,,,,,,,30.81,30.81,30.81,30.81,30.81,33.19,33.19,33.19,33.19,33.19,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,60,50,40,30,20,60,50,40,30,20,,,,,,,,,,,,,,,,,,
eno053d-c1,51,69,59,75,55,42,57,46,36,43,,,,,,,,,,,,,,,,,,,4.68,4.85,4.59,5.14,4.52,4.92,4.75,4.53,4.46,5.08,,,,,,,,,,,,,,,,,,,314,314,314,314,314,211,211,211,211,211,,,,,,,,,,,,,,,,,,,30.81,30.81,30.81,30.81,30.81,33.19,33.19,33.19,33.19,33.19,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,60,50,40,30,20,60,50,40,30,20,,,,,,,,,,,,,,,,,,
eno053d-c3,3,2,5,3,4,0,0,0,2,1,,,,,,,,,,,,,,,,,,,2.16,2.4,2.18,2.22,2.45,2.64,2.4,2.38,2.58,2.11,,,,,,,,,,,,,,,,,,,7,7,7,7,7,8,8,8,8,8,,,,,,,,,,,,,,,,,,,15.82,15.82,15.82,15.82,15.82,16.18,16.18,16.18,16.18,16.18,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,60,50,40,30,20,60,50,40,30,20,,,,,,,,,,,,,,,,,,
eno053f-a1,17,21,28,34,28,37,38,43,50,57,,,,,,,,,,,,,,,,,,,4.4,4.53,4.52,4.17,4.23,4.18,4.23,4.48,4.59,4.59,,,,,,,,,,,,,,,,,,,564,564,564,564,564,1158,1158,1158,1158,1158,,,,,,,,,,,,,,,,,,,28.44,28.44,28.44,28.44,28.44,29.56,29.56,29.56,29.56,29.56,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,60,50,40,30,20,60,50,40,30,20,,,,,,,,,,,,,,,,,,
eno053f-c1,38,37,41,44,49,48,47,51,46,45,,,,,,,,,,,,,,,,,,,2.46,2.34,2.22,2.46,2.46,2.34,2.46,2.34,2.34,2.34,,,,,,,,,,,,,,,,,,,232,232,232,232,232,270,270,270,270,270,,,,,,,,,,,,,,,,,,,15.97,15.97,15.97,15.97,15.97,16.03,16.03,16.03,16.03,16.03,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,60,50,40,30,20,60,50,40,30,20,,,,,,,,,,,,,,,,,,
eno053f-d1,5,17,2,10,21,15,10,15,9,15,,,,,,,,,,,,,,,,,,,4.14,4.41,4.24,4.47,4.79,4.44,4.29,4.1,4.11,3.97,,,,,,,,,,,,,,,,,,,77,77,77,77,77,163,163,163,163,163,,,,,,,,,,,,,,,,,,,28.44,28.44,28.44,28.44,28.44,29.56,29.56,29.56,29.56,29.56,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,60,50,40,30,20,60,50,40,30,20,,,,,,,,,,,,,,,,,,
eno054c-b1,9,7,6,8,3,8,6,5,7,8,,,,,,,,,,,,,,,,,,,3.19,3.93,4.11,3.89,3,4.13,3.51,3.51,3.61,4.26,,,,,,,,,,,,,,,,,,,93,93,93,93,93,71,71,71,71,71,,,,,,,,,,,,,,,,,,,23.73,23.73,23.73,23.73,23.73,26.27,26.27,26.27,26.27,26.27,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,60,50,40,30,20,60,50,40,30,20,,,,,,,,,,,,,,,,,,
eno060c-a1,15,20,7,16,9,9,13,5,8,7,2,4,9,2,0,8,28,6,10,0,7,0,9,7,4,2,6,0,0.18,0.18,0.09,0.25,0.12,0.12,0.16,0.06,0.12,0.12,0.11,0.12,0.24,0.06,0,0.06,0.33,0.11,0.12,0,0.08,0,0.18,0.12,0.19,0.24,0.3,0,48,48,48,48,48,48,48,48,48,48,48,48,48,48,81,81,81,81,81,81,81,81,81,81,81,81,81,81,12.33,12.33,12.33,12.33,12.33,12.33,12.33,12.33,12.33,12.33,12.33,12.33,12.33,12.33,15.67,15.67,15.67,15.67,15.67,15.67,15.67,15.67,15.67,15.67,15.67,15.67,15.67,15.67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,65,60,55,50,45,40,35,30,25,20,15,10,5,0,65,60,55,50,45,40,35,30,25,20,15,10,5,0
eno060d-a1,1,0,2,0,0,0,1,1,0,0,1,1,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0.12,0.06,0.18,0.12,0.18,0.18,0.12,0.12,0.12,0.18,0.06,0.18,0.12,0,0,0.12,0.18,0.06,0.12,0.06,0.06,0.18,0,0.12,0.18,0.06,0.12,0.06,102,102,102,102,102,102,102,102,102,102,102,102,102,102,97,97,97,97,97,97,97,97,97,97,97,97,97,97,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,65,60,55,50,45,40,35,30,25,20,15,10,5,0,65,60,55,50,45,40,35,30,25,20,15,10,5,0
eno060e-a1,41,49,9,34,32,21,22,24,10,11,21,26,26,14,31,14,22,22,19,45,27,23,21,18,14,16,21,20,0.65,0.84,0.66,0.78,0.78,0.48,0.63,0.6,0.48,0.84,0.66,0.6,0.54,0.6,0.67,0.42,0.78,0.48,0.72,0.9,0.87,0.66,0.84,0.66,0.84,0.6,0.84,0.78,2128,2128,2128,2128,2128,2128,2128,2128,2128,2128,2128,2128,2128,2128,1740,1740,1740,1740,1740,1740,1740,1740,1740,1740,1740,1740,1740,1740,83.53,83.53,83.53,83.53,83.53,83.53,83.53,83.53,83.53,83.53,83.53,83.53,83.53,83.53,86.47,86.47,86.47,86.47,86.47,86.47,86.47,86.47,86.47,86.47,86.47,86.47,86.47,86.47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,65,60,55,50,45,40,35,30,25,20,15,10,5,0,65,60,55,50,45,40,35,30,25,20,15,10,5,0
